喉 候
猒猒 琰琰
表婶 表笺
穷尽 限度
摆动 日光
心疼 歉意
囚系 禁锢
曲谱 着作
气度 神宇
侧枝 膀臂
注解 说明
忖念 推度
消息 音尘
启发 揭发
提起 蓄养
嵬峨 高峻
信息 通讯
快捷 麻俐
安设 摆放
打败 破读
更生 苏息
注释 笺注
概括 简述
他日 后任
对 臧
殒命 永逝
偷看 最佳
纹理 谷物
仲父 姑爹
伯仲之间 大同小异
奥援 携带
尊重 祗奉
春曦 醇熙
实践 践诺
口不二价 说一不二
坦然 夷然
弱不禁风 弱不胜衣
揪 篡
平素 日常
劲力 强逼
中风 抚摩
胡思乱想 非分之想
揭开 豁达
作罢 割舍
谒拜 进见
图谋不轨 居心叵测
戡难 苦杀
阴翳 隐藏
跳越 跳跃
犹然 静物
光芒 飘然
担当 掌管
布衣 苍生
聪惠 聪敏
净赚 明显
光鲜 煜熠
创立 开办
了见 看承
折简 简点
待中 留中
工作 担子
典则 裁定
多个 浩漫
克服 战胜
披子 缰子
噜嗦 届期
悒悒不乐 欢天喜地
审视 盘察
何以 怎样
怨仇 纤芥
广泛 盛大
允诺 承担
叉 挑
藐视 贬抑
惊悸 错愕
交情 高谊
传球 馈电
付出 待遇
倦懒 怠倦
外角 而外
一帆风顺 得心应手
头颅 都头
喜笑颜开 笑逐颜开
信口开河 言不及义
用户 顾客
差忒 差误
高枕安卧 高枕安寝
供养 升起
牵绊 黏结
会萃 聚积
制止 龟裂
开发 挑明
难舍难分 难解难分
出亡 避难
大号 大解
优良 致密
兴味 兴趣
三事 三辅
交集 焦虑
匪帮 杆子
开创 肇造
区区小事 鸡毛蒜皮
旅程 路途
交会 媾合
下品 劣等
博古通今 博览古今
孤孑 孤独
出尖 诱导
端门 端雅
销声匿迹 销声敛迹
大吃大喝 狼吞虎餐
端绪 线索
线路 走漏
申辩 辩论
可 良
一手 手脚
样板 模板
夫唱妇随 齐眉举案
开解 陈说
做 梦
标记 痕迹
咽气 要命
导致 酿成
洺 潞
磨练 锻练
声势 感染
仆欧 左右
乍然 猝然
刊出 注销
清霁 通畅
合并 吞并
刀枪入库 卖剑买牛
娇嫩 精致
峭壁 浸泡
开打 悬缺
可见 透彻
位分 姿势
蹬腿 陨命
作风 阡陌
后顾 回瞰
侍者 跟从
游遨 漫游
强 强
晤见 查照
俯察 无过
修业 求学
书策 篇籍
创建 组建
很是 相当
起早摸黑 起早贪黑
区间 间隙
打岔 支开
富饶 饶沃
弥散 弥漫
秦妍 秦艳
刚强 坚牢
征 据
摇船 棹船
流浪 游移
缓和 适中
撤除 解除
愿 欲
脱文 那着
答覆 解开
为数 共计
颅 髑
局促 拘束
云篪 云螭
洮 濮
溜须 趋承
炅 翌
出众 峥嵘
岐伯 憩泊
募 招
肩背相望 项背相望
洗练 轻灵
养活 携带
取闹 戏弄
奔跑 理念
作用 动手
勾销 取消
损害 阻碍
火塘 火色
处置 爱护
优美 飘洒
打架 搏斗
太素 得也
利子 趣味
推诿 生怕
协力同心 同心合力
开放 挑明
溧 濉
举行 算数
冤殍 殍饿
身态 附图
目不暇接 目不暇给
奄 庇
从前 向日
架子 轮廓
暮气沉沉 老气横秋
以后 回头
伪装 装作
卓异 杰出
坟山 深重
励志 勉励
相近 襟带
太平盛世 文治武功
精工 纤弱
安营扎寨 立足之地
恬谧 雅静
肚子 肚皮
滚翻 滚锅
仙葩 奇葩
擒获 篡窃
苕荛 荛竖
样子 框框
激越 紧张
人意 祈望
降下 降调
交融 融合
望断 漏窗
推陈出新 涤故更新
摘记 节录
就木 没命
优异 隽楚
粉妆玉砌 粉装玉琢
胶葛 郎当
志得意满 沾沾自喜
自食其言 言而无信
朴直 耿介
仙术 妙药
休戚相关 巢倾卵破
不稳 浮动
猎捕 羽猎
体验 见识
亚 秒
后儿 后日
历练 感受
咱们 阿拉
扑杀 要命
谕令 迫令
摇摇晃晃 晃晃悠悠
原因 引起
边框 骨子
不善 糟糕
付梓 排印
候选 遴选
确立 设立
嘲弄 邪揄
片子 软片
技术 身手
来 而
终了 终场
分量 测度
希望 欲求
计划 预定
丧失 牺牲
复道 本人
投效 投身
停驻 内治
侵略 侵袭
推测 揣想
仍 据
脱险 解救
指责 责骂
来之不易 轻而易举
疫疠 瘟疫
新月 月牙
俜停 细致
光鲜 晶亮
哈 烧
困苦 艰难
偃意 安适
时效 药方
好汉 英雄
募集 搜集
总体 纯粹
生疏 诡异
推寻 验看
躬 魄
核实 龟裂
料持 调理
芊 茸
嗓 态
假若 如若
策划 设计
保山 蹇修
一径 照直
友谊 情义
尧尧 高等
部分 配隶
轴承 韵宇
音信 音耗
情感 着数
项 领
一无所得 一无所成
秋水 金丸
迢迢 遥远
留心 瞅睬
怠慢 荒废
诊治 调理
东拉西扯 断断续续
攻城掠地 攻城略地
勃勃 蓊勃
拒绝 滑坡
抨 杀
翅 翼
毛发悚然 毛发耸然
惨案 杀戮
增色 增进
个儿 纤度
凝冻 凝绝
丹 赤
伤害 成见
左近 相近
本源 来源
处事 工作
歧嶷 气谊
吃口 审美
制造 成立
拊循 收服
疲沓 轻心
争吵 交恶
容情 耕具
合 合
刷新 豁子
兀然 忽然
明察秋毫 火眼金睛
光灿 日月
吹垢索瘢 吹毛求疵
一派 支流
上粪 施肥
麟角凤毛 麟角凤觜
离心离德 背信弃义
实在 端的
拉伸 绘制
传真 写照
更递 贸易
安顿 部署
情欲 色欲
指令 统率
书翰 通讯
依序 挨次
轻微 轻细
传告 车队
全神贯注 潜心贯注
发抖 摇撼
措置 营办
分解 明白
完成 完整
微末 细微
明白 理会
意态 韵宇
淝 淦
厥角 顿首
跋山涉水 风尘仆仆
仁慈 慈祥
强烈 猛烈
改正 涂改
奄忽 快当
去年 昨年
娱心悦目 风轻云净
出现 闪现
大半 大约
浮面 皮面
崩坏 颓圮
吃饭 谋食
梧楸 武员
三反四覆 言而无信
气义相投 气谊相投
洪 硕
巧思 智巧
摇动 摇晃
文士 讲师
前面 头里
超群拔萃 超群轶类
心满意足 称心遂意
这埚儿里 那埚儿里
稻米 米饭
正路 正轨
众星拱北 北辰星拱
好动 积极
怡乐 逸勒
攻击 晋级
戳祸 捣蛋
假定 只道
袱驼 邮包
枯竭 穷乏
打造 结成
腐朽 颓圮
平息 暂息
开光 锡福
为非作歹 为鬼为蜮
鼾 齁
大义灭亲 铁面无私
图章 封皮
直截 直接
事态 势头
安宁 安静
晤面 见面
景仰 艳羡
肿胀 饱胀
自矜 镑张
头脑 颅骨
标杆 雏型
喧嚣 蜩沸
糟践 耗损
筹办 编排
吆喊 喊声
七嘴八舌 议论纷纷
程式 花样
戮 搭
灵魂 精灵
僮奴 工役
自从 自打
羊工 贫乏
滋扰 胡来
围捕 擒获
个子 尺寸
光大 浩渺
挎兜 背囊
糜烂 胡闹
无味 无聊
声称 户口
原先 超脱
母体 矩阵
埋没 浪费
引证 报价
解析 认识
愚蠢 痴騃
情深意重 通家之好
地方 阁阁
成擒 被俘
减产 衰退
图形 图片
估价 计算
康复 病愈
逃亡 避难
彷徨 斟愖
沾亲带友 沾亲带故
荷包 钱袋
容纳 蕴聚
休息 憩息
棻 芬
丁泠 丁灵
种地 种田
跳升 跳跃
废然 颓然
戢 收
丙火 辉煌
打破 破坏
愠色 老汉
变化莫测 变幻莫测
容器 花托
盘旋 轨道
脸蛋儿 腮帮子
临产 临蓐
打夯 撞击
心境 情怀
折射 曲射
凌侮 欺负
鸦 黑
引别 起程
刷新 鼎新
相声 草稿
正餐 膳食
究查 追究
彰着 清乡
告白 岐嶷
知己知彼 知彼知己
手段 模式
援用 褒扬
拜祭 祀天
监 稽
扑落 跌倒
丈量 衡量
导管 船只
渺茫 难说
完全 美满
争先恐后 跃跃欲试
三八 痴傻
星星点点 零零散散
旧国 旧都
人寿年丰 繁荣昌盛
幅员 田地
腿花 花腿
速即 马上
明朗 聪慧
呼叫 嘶叫
休 息
攒聚 集合
拒斥 驳回
浪潮 飘荡
共同努力 集思广益
战火 烽烟
同舟共济 安危与共
俞允 首肯
习惯 袍子
合围 电大
咒文 诟骂
叔父 大叔
套子 花样
悄悄 日安
形劫势禁 形禁势格
蛐 蟀
复兴 收复
萧索 衰落
便秘 便闭
傥荡 骀荡
昧昧 黝黝
出恭 解手
摩登 风靡
主谋 事主
戴天履地 戴天蹐地
自大 自得
忌讳 避讳
不兴 不足
密集 聚积
嫣然 美女
判断 品议
企划 道理
圪垛 略微
公开 开办
脱班 误车
瓦解土崩 豆剖瓜分
和合 和声
佣人 帮佣
不上 不违
尽皆 诸事
猛地 霍然
操劳 调理
忸怩 怕臊
耳软心活 随声附和
气概 魄力
相让 走趟
不知高下 不知高低
烧 煮
焕 耀
犯科 违法
信经 标记
扬声器 说话人
俘虏 夺取
发挥 表白
檐口 檐楣
优点 贤德
趴下 陨越
关上 封闭
诋訾 谮言
延期 暂缓
一手 解数
信件 音讯
亢奋 激奋
心平气和 息事宁人
矮人观场 矮子看戏
厚重 慷慨
容光焕发 气宇轩昂
末梢 酒资
猛乍 猛然
呵斥 喝叱
扭扯 拈度
语重心长 谆谆告诫
论长说短 说三道四
白日上升 白日升天
接二连三 接踵而至
孤家寡人 断子绝孙
遮挡 遮蔽
焦心 焦虑
崩决 趴窝
模式 法子
匆遽 贸然
乖觉 玲珑
厘革 改造
寂静 恬静
办罪 责罚
姣 狡
繁荣 郅隆
会集 囊括
显然 爽亮
博学多才 博闻强记
伴读 陪伴
建功 立功
出入 差额
权利 职权
公布 订颁
加剧 木工
享福 纳福
写作 持笔
具名 几微
半月 膘肥
习 惯
只管 正义
晩禾 猧儿
坏蛋 谬种
背部 脊背
背静 轻悄
优秀 臻至
延誉 罨盂
意 欲
打击 抨击
怖畏 惧色
运筹帏幄 运筹帷帐
吆呼 呼喝
传写 拷贝
乞丐 化子
化分 处断
毛呢 翻毛
安祥 愔翳
身份 阵势
开发 衍变
单字 说话
洹 涑
灵动 灵巧
对头 敌特
失张失志 失张失致
变例 拢统
动作 手脚
堙窒 有窍
挺拔 耸立
官吏 官方
棱 缘
不白之冤 负屈含冤
俊俏 俊秀
慌慌张张 慌手慌脚
光线 飘然
古尸 居所
抱持 持有
活塞 鞲鞴
愈发 愈益
剪影 起讲
凑巧 恰恰
嗔怪 诮让
原则 法则
把素持斋 持斋把素
豁子 鱼跃
判断 品鉴
深切 深远
恫吓 要挟
娇嫩 娇贵
缠夹 缠磨
争嘴 言言
大公无私 舍己为公
困苦 幽忧
峭薄 峻密
兀的 忽而
帖子 邮件
铙 镲
富贵 荣华
调遣 赍发
幸免 避免
山明水秀 湖光山色
报信 诉说
疾呼 迅速
即刻 立地
豁达 迈达
刨除 贬低
算无遗策 英明神武
蒙哄 诓骗
标表 表相
悠阳 悠飏
人偶 悯惜
显现 暴露
舴 艋
威严 整肃
万不得已 进退无路
作用 耳子
正色 硬气
总要 还是
煜煜 透亮
僵化 死板
订立 钉牢
回去 复返
色厉内荏 虚有其表
找头 迁徙
耸身 跳机
主犯 血本
咖 类
公道 持平
倥偬 困顿
殷切 火热
扶翼 援助
啪嚓 过所
岁会 度岁
变嫌 更改
炜 焜
戢 汲
敛锷韬光 锋芒不露
容表 气态
岔开 调换
求学 研读
袍子 长跑
蠡荠 骊姬
恼悔 憾悔
事宜 适合
使得 制造
妄念 荒唐
燎 燔
心脏 怀念
恶果 效果
作用 用意
摊开 敷设
凭 按
牵制 驾驭
玩索 琢磨
忧郁 阴郁
容日 改日
名声 荣辱
时异事殊 时异势殊
内人 内子
仿行 模仿
先头 先期
活便 活分
精义 精髓
侮辱 耻辱
号头 编号
伐毛洗髓 荡垢涤污
无懈可击 精美绝伦
深居简出 闭门谢客
纺线娘 蝈蝈儿
临渴掘井 斗而铸兵
基底 底数
光芒 清淡
无中生有 胡言乱语
猛然 瞥然
开示 暴露
悬心吊胆 提心吊胆
死节 节用
哪些 恁么
留意 郑重
窟窖 腾越
追本求源 追根究底
念叨 谈论
大器 细工
颜精柳骨 颜骨柳筋
搜集 汇总
鉴往知来 高瞻远瞩
强健 矫健
滑溜 离黍
藩 韩
披肝沥胆 推诚相见
脸子 自尊
系念 顾忌
展开 打开
发动 开动
怯怯 虚心
于是 因而
基 托
图报 火棒
事例 榜样
舒畅 邴邴
调弄 调整
登基 登极
心跳 脉门
显弄 标榜
浑 糁
喷薄 溢出
群集 荟萃
去 闯
得 须
坚 挢
哺育 抚育
山巅 高峰
当权 柄权
渊博 透彻
含蕴 满足
深 黑
时 洎
可心 合心
出租 租钱
一客不烦二主 一客不犯二主
寻思 踌躇
外江佬 外路人
岭 嵎
断然 浑然
呛 噎
头钱 挖方
丧气 沮丧
始终 首尾
侵夺 抢掠
悠远 曼曼
提纲 提要
害羞 脸薄
构思 策动
素来 闲常
加剧 加快
供应 进给
汇报 首告
上涨 增高
滑坡 衰敝
待 看
汽化 翻滚
戳儿 戳子
兼包并容 兼容并包
摄位 摄政
故去 闭眼
加急 危迫
利钱 意思
对 治
交纳 出钱
潭奥 隆重
可巧 碰巧
到场 在场
楚 泓
很多 诸多
承望 期盼
字类 话言
亡化 过世
引出 摘录
戏嬉 打法
自作自受 自食其果
围 圜
交售 兜售
老茧 趼子
心耳 羞耻
塞音 止付
泛读 粗放
心乱如麻 糊糊涂涂
呗 哦
同恶相济 狼狈为奸
争吵 翻嘴
因由 由头
纨绔子弟 裙屐少年
铜驼荆棘 铜驼草莽
为 干
分句 条款
福气 福泽
欢乐 欢愉
储存 清册
停摆 截止
回返 返回
若即若离 貌合神离
打击 挫折
心神 脑子
一心 潜心
下面 配隶
伤风 感冒
付排 摧藏
修正 审订
心直口快 毋庸讳言
伸手 插手
容与 貌相
营业 营谋
河段 达到
跟斗 踺子
同车 跟车
信而有征 有凭有据
明朗 皓然
讵可 讵能
恳挚 殷切
亲信 亲密
几次 反复
搭便 趁便
户口 披读
苍老 遒劲
忧戚 懆懆
明朗 虚心
留言 通报
丢弃 弃置
旁薄 盛大
增加 添加
掉换 迁次
当 看
振撼 颤动
鞁马 马鞁
样机 雏形
上算 仔细
叙述 话说
血印 血污
张贴 职位
交互 相互
劳神 劳顿
泄露 漏水
兼之 加以
伸延 伸直
抑塞 抑郁
九瀛 牢九
侃侃 差错
不容 不许
光景 境况
倏然 忽然
忠心耿耿 此心耿耿
忠 惇
一夕 通夜
懈惰 疲沓
姬妾 媵侍
带月披星 餐风饮露
欢娱 甜蜜
仍然 犹然
大量 许多
狯猾 黠狯
吐花 花图
唆 挑
享有 消受
利息 获准
挚 直
询问 质问
司 营
大概 好像
号 篥
乐和 嘻嘻
淄 黝
是正 矫治
中 里
凶恶 凶悍
变坏 落水
水涡 神水
啻 惟
充满 充足
无关紧要 细枝末节
嫁狗逐狗 嫁鸡逐鸡
之罘 畿辅
校正 考订
冤情 嫌怨
堌 郫
喂养 喂饲
壮大 扩展
暗淡 黯澹
复员 退伍
歪缠 胡闹
亢奋 激越
机谋 着数
合计 谋虑
阴郁 黯惨
了得 了悟
敷演 精巧
穿 透
功课 念书
下劣 可鄙
反抗 抗击
担当 肩负
间隔 音程
级任 课试
栩栩如生 绘影绘声
癯弊 门功
熠熠 皎洁
长袍 长跑
征服 镇服
作念 功业
一成不变 墨守成规
大地 尘念
伏卧 横卧
侥幸 吉利
浮泛 鄙薄
翻译 转译
东施效颦 生搬硬套
槽枥 皂枥
刺激 撩逗
钉耙 钉钯
朽败 逃死
枯萎 蹇滞
厩将 厩驺
虚辞 谎语
据 秉
室 施
作战 搏战
心窝 椎心
夺魁 捕捉
天演 演变
丧命 卒读
寸衷 心房
惹祸招愆 惹祸招殃
倒悬之危 倒悬之苦
斜倚 斜靠
照护 照顾
不但 不啻
抱愧 抱歉
卤 戆
萎落 衰谢
牝牡骊黄 骊黄牝牡
穷尽 耗尽
笑里藏刀 绵里藏针
国家 指陈
合流 汇集
箧衍 箪笥
回答 答白
年级 等第
下班 驽下
养性 晚生
补台 赞成
例子 表率
明澈 清澄
偷活 偷生
厚重 宽洪
分送 发行
耽迟 迟晩
秋季 降落
优美 罚款
年过花甲 年逾古稀
部分 部门
嘈杂 鼓噪
杂乱 纷杂
体例 编制
影像 影象
打劫 搜刮
志气 襟抱
苫 茆
相接 联贯
强横 野蛮
一发 一块
争夺 篡夺
正常 端正
慷 绰
童叟不欺 童叟无欺
争持 周旋
礼赞 颂扬
尽皆 所有
仵 肖
室第 房舍
腹面 逃死
荆棘 阻挠
倥偬 穷苦
事奉 奉养
眯 瞽
朱光 朱家
古人 舍下
朱衣点头 点头朱衣
外形 身条
片子 胶片
窥觎 觊望
细士 通侻
浅尝辄止 薛谭学讴
偶尔 间或
出手得卢 旗开得胜
主持 督导
方位 航向
泛 露
失散 疏散
六体 六儿
卓绝 夸张
楠瘤 蝻蝗
偏移 飘动
冷丁 勃然
提 畜
界 社
脱籍 配婚
申 讲
交嘴 做嘴
娴静 文静
污蔑 蔑污
戮力同心 齐心合力
施与 流通
削切 剪发
源头 源泉
原审 转碟
利害 劫难
扣留 攀留
拉扯 门路
挤占 攫夺
水枯石烂 海枯石烂
坱郁 旸燠
异读 怪异
偏远 绵邈
放肆 淫风
软化 锻打
引导 进行
吆喊 嚷叫
清贫如洗 饔飧不济
峥 耸
五均 五根
两旁 两边
遗产 遗传
依 据
失误 故障
些许 有些
促进 推进
奔踶 蹬脱
劳顿 失风
儿时 龆龀
娇生惯养 锦衣玉食
威烈 雕悍
悾款 笃挚
作蹋 耗费
溜 滑
企慕 叹赏
唉呀 喔唷
制止 阻扰
人海 外场
吱喳 嘲哳
伏 趴
商讨 接头
唬弄 罔念
全神贯注 心驰神往
聪慧 聪明
推 踢
采掇 集拢
耆耋 视瞭
拨给 累世
就地取材 本山取土
完全 通通
列车 培育
弋获 萌芽
贴心 隔手
火票 烈火
纳妾 纳宠
心境 情志
汰选 簸动
人中表表 铁中铮铮
审断 考核
拨弄是非 飞短流长
温润 衣冠
南山可移 坚定不移
左右 掌握
一派 流别
动掸 着数
倚靠 附丽
功错 错怪
妖 巫
拟定 起稿
宏壮 广阔
姑且 暂且
展读 延缓
自高 骄矜
程序 订购
木公 风流
小气 鄙吝
土阜 港埠
瘪 空
抹脸 金面
老谋深算 藏巧于拙
因循 延搁
七上八下 忐忑不定
毙 绝
投掷 翻转
地久天长 长此以往
遗志 遗愿
张惶 惊慌
羁勒 羁绊
兆朕 画押
压制 镇压
乳羝 羝乳
轶类超群 轶超绝类
心疼 追悔
悲楚 闵闵
引 绘
屠 徒
攻伐 进击
印信 官印
伏旱 夏种
欢喜 欣幸
告状 埋怨
住宅 家宅
夷则 逸品
星儿 质点
襟怀 见怪
气度 派头
全力 接力
小巧 缜匝
怆然 恻然
做派 行止
吸收 罗致
抓 接
可靠 稳便
是非 门市
恳切 老实
淹博 饱学
奸谗 谮慝
口诛笔伐 笔伐口诛
打伤 损伤
侵掠 抢掠
紧张 紧急
心愿 志向
南辕北辙 相背而行
杂沓 杂流
制止 检校
立足之地 立锥之地
木头 蠢货
浩然 诸多
噤声 缄口
来今 管界
寻 搜
秽气 续貂
缠扰 胡搅
到达 进抵
呵责 嗔诟
规划 预定
妻离子散 骨肉离散
扭头 转脸
鬼督邮 鬼见愁
军纪 惩戒
告诉 知会
白手 素裹
拨 摘
车站 遏阻
酥酪 酸乳
挪动 搬移
劈山 巡哨
圹埌 磅礴
剟拾 捡拾
标新竖异 标新领异
俨然 旁薄
喟叹 惋叹
揭发 走漏
委实 着然
时候 片霎
抖搂 浪费
缔造 肇造
心情 心肠
天下 驾驭
发展 扩张
全面 所有
陡然 陡顿
告白 明朗
众所周知 无人不晓
不理 放任
体认 领路
砍削 简省
焚林而猎 焚林而畋
依靠 拥戴
折长补短 断长补短
一目了然 一览无余
疏狂 酣放
南辕北辙 各走各路
玉枕 璞玉
无孔不入 无懈可击
古代 远古
兵刃 家伙
哪里 如何
快捷 鲫溜
九日 侵晨
解除 赈济
梗泛萍飘 萍踪浪迹
奸险 险恶
任性 轻易
启颜 开颜
提心 牵心
调制 转调
吐心吐胆 吐肝露胆
客体 对象
优优 蔼如
对仗 骈俪
原谅 宽贷
拔济 济拔
厮称 忿言
先王 开口
潜伏 隐讳
古板 笨拙
不过 公道
拍摄 萌芽
长度 长短
声言 说道
肐膊 臂力
理念 说道
过电 通电
乘 搭
啰嗦 繁芜
请求 贪图
斥土 龟裂
倔强 执拗
异变 生变
亲睦 敦睦
妖娆 妩媚
延迟 耽搁
中人 阉竖
口实 吃食
倡条 和一
发轫 开头
谍报 述职
了亮 真切
拦阻 街坊
将相 查果
原本 蓝本
阴 馅
一举两得 事半功倍
昌明 畅旺
寻讨 检索
纠合 联结
纯洁 结拜
抖擞 振奋
走马上任 走马到任
哀毀骨立 哀毁瘠立
冒火 动气
治疗 诊治
愦愦 昏乱
琴瑟不调 瑟瑟失调
作念 教读
大处 高巍
寒心 怔忪
路头 路程
器度 土刑
推心致腹 肝胆相照
清凉 解乏
诬告 诬栽
差委 指派
廓 闿
意味 托旨
呜呼 就木
发誓 立誓
洧 淦
爽快 痛快
外场 社会
大家 行家
开先 起头
办理 辫子
纷至沓来 绵延不绝
故第 祖居
三乘 三揖
仗势欺人 驴蒙虎皮
交关 十分
峥巆 深邃
众口纷纭 各执一词
简易 简略
供认 坦承
生存 生计
不可端倪 莫测高深
佩带 消受
一切万物 一切众生
五彩斑斓 五颜六色
